Date,AccountId,MaskedAccount,AccountLabel,CashConcept,EstimatedAmount,IsObservedAnchor,AnchorAsOfLocal,AnchorAmount,PriorAnchorAsOfLocal,NextAnchorAsOfLocal,CumulativeNetCashActivityFromAnchor,ReconciliationDelta,ReconciliationStatus,DerivationMethod,Confidence,Limitations
2026-06-28,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,161.53,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-71.87,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2026-06-29,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,161.53,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-71.87,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2026-06-30,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,246.16,false,2026-06-16 19:59:00,243.23,2026-06-14 20:50:00,2026-07-01 19:28:00,12.76,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2026-07-01,900001002,x1002,Individual Brokerage - x1002,CashAvailToWithdrawEstimated,206.75,true,2026-07-01 19:28:00,206.75,2026-06-16 19:59:00,,12.76,0.00,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-01-31,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-01,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-02,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-03,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-04,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-05,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-06,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-07,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-08,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-09,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-10,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-11,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-12,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-13,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-14,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-15,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-16,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-17,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-18,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-19,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-20,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-21,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-22,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-23,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-24,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-25,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-26,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-27,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-28,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-02-29,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-01,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-02,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-03,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-04,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-05,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-06,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-07,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-08,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-09,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-10,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,55.30,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,0.00,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-11,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,781.83,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,726.53,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-12,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,781.83,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,726.53,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-13,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,781.83,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,726.53,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-14,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,209.28,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,153.98,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-15,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-16,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-17,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-18,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-19,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-20,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-21,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-22,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-23,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-24,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-25,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-26,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,7.65,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-47.65,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-27,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-28,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-29,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-30,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-03-31,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-01,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-02,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-03,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,12.72,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-42.58,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-04,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,14.34,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-40.96,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-05,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,14.34,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-40.96,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-06,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,14.34,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-40.96,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-07,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,14.34,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-40.96,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-08,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,14.34,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,-40.96,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
2024-04-09,900001003,x1003,Partnership / LLC / LLP - x1003,CashAvailToWithdrawEstimated,867.33,false,2026-06-16 19:59:00,272.23,2026-06-14 20:50:00,2026-07-01 19:28:00,812.03,,reconciled,Backward/forward reconstruction from observed CashAvailToWithdraw anchor(s) using account_history NetCashActivityExcludingSweep,high,Estimate excludes sweep mechanics and depends on account-history export coverage
