Date,AccountId,MaskedAccount,AccountLabel,TradeCashFlow,IncomeCashFlow,ExternalTransferCashFlow,InternalTransferCashFlow,SweepCashFlow,OtherCashFlow,NetCashActivityExcludingSweep,NetCashActivityIncludingSweep,BoughtAmount,SoldAmount,DividendAmount,InterestAmount,MarginInterestAmount,Fees,Commissions,ActivityRowCount,SourceHistoryRows
2025-06-04,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,3.58,0.00,0.00,-3.58,0.00,3.58,0.00,0.00,0.00,3.58,0.00,0.00,0.00,0.00,2,2
2025-06-10,900001003,x1003,Partnership / LLC / LLP - x1003,271.96,0.00,0.00,0.00,0.00,0.00,271.96,271.96,0.00,271.96,0.00,0.00,0.00,0.00,0.00,1,1
2025-06-11,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-271.96,0.00,0.00,-271.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-06-16,900001003,x1003,Partnership / LLC / LLP - x1003,1022.87,0.17,-301.23,0.00,-0.17,0.00,721.81,721.64,0.00,1022.87,0.17,0.00,0.00,0.00,0.00,4,4
2025-06-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-987.65,0.00,-721.64,0.00,-987.65,-1709.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-06-18,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,3.16,0.00,0.00,984.50,0.00,3.16,987.65,0.00,0.00,3.16,0.00,0.00,0.00,0.00,2,2
2025-06-27,900001003,x1003,Partnership / LLC / LLP - x1003,997.49,0.00,0.00,0.00,0.00,0.00,997.49,997.49,0.00,997.49,0.00,0.00,0.00,0.00,0.00,3,3
2025-06-30,900001003,x1003,Partnership / LLC / LLP - x1003,-361.44,0.00,-654.32,0.00,-997.49,0.00,-1015.76,-2013.25,361.44,0.00,0.00,0.00,0.00,0.00,0.00,5,5
2025-07-01,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.35,0.00,0.00,1015.41,0.00,0.35,1015.76,0.00,0.00,0.35,0.00,0.00,0.00,0.00,2,2
2025-07-07,900001003,x1003,Partnership / LLC / LLP - x1003,-441.00,4.16,432.11,0.00,-4.16,0.00,-4.73,-8.89,441.00,0.00,4.16,0.00,0.00,0.00,0.00,4,4
2025-07-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,8.89,0.00,0.00,8.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-11,900001003,x1003,Partnership / LLC / LLP - x1003,374.00,0.00,0.00,0.00,0.00,0.00,374.00,374.00,598.80,972.80,0.00,0.00,0.00,0.00,0.00,3,3
2025-07-14,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-374.00,0.00,0.00,-374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-15,900001003,x1003,Partnership / LLC / LLP - x1003,-345.33,0.00,0.00,0.00,0.00,0.00,-345.33,-345.33,838.35,493.02,0.00,0.00,0.00,0.00,0.00,4,4
2025-07-16,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,345.33,0.00,0.00,345.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-17,900001003,x1003,Partnership / LLC / LLP - x1003,336.44,0.00,0.00,0.00,0.00,0.00,336.44,336.44,0.00,336.44,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-18,900001003,x1003,Partnership / LLC / LLP - x1003,-186.54,0.00,0.00,0.00,-336.44,0.00,-186.54,-522.98,186.54,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-07-21,900001003,x1003,Partnership / LLC / LLP - x1003,-205.62,0.00,0.00,0.00,186.54,0.00,-205.62,-19.09,205.62,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-07-22,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,205.62,0.00,0.00,205.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-25,900001003,x1003,Partnership / LLC / LLP - x1003,368.10,0.00,0.00,0.00,0.00,0.00,368.10,368.10,0.00,368.10,0.00,0.00,0.00,0.00,0.00,2,2
2025-07-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-368.10,0.00,0.00,-368.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-07-31,900001003,x1003,Partnership / LLC / LLP - x1003,-322.54,5.98,0.00,0.00,-0.00,0.00,-316.56,-316.56,322.54,0.00,5.98,0.00,0.00,0.00,0.00,6,6
2025-08-01,900001003,x1003,Partnership / LLC / LLP - x1003,-37.90,0.00,0.00,0.00,316.56,0.00,-37.90,278.67,1034.87,996.97,0.00,0.00,0.00,0.00,0.00,5,5
2025-08-04,900001003,x1003,Partnership / LLC / LLP - x1003,506.48,0.00,0.00,0.00,37.90,0.00,506.48,544.38,0.00,506.48,0.00,0.00,0.00,0.00,0.00,3,3
2025-08-05,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-500.00,0.00,-506.48,0.00,-500.00,-1006.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-08-06,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,500.00,0.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-08-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,9.75,0.00,0.00,-9.75,0.00,9.75,0.00,0.00,0.00,9.75,0.00,0.00,0.00,0.00,2,2
2025-08-26,900001003,x1003,Partnership / LLC / LLP - x1003,244.50,0.00,0.00,0.00,0.00,0.00,244.50,244.50,205.59,450.09,0.00,0.00,0.00,0.00,0.00,3,3
2025-08-27,900001003,x1003,Partnership / LLC / LLP - x1003,-268.22,0.00,0.00,0.00,-244.50,0.00,-268.22,-512.72,712.37,444.15,0.00,0.00,0.00,0.00,0.00,4,4
2025-08-28,900001003,x1003,Partnership / LLC / LLP - x1003,589.92,0.00,0.00,0.00,268.22,0.00,589.92,858.14,0.00,589.92,0.00,0.00,0.00,0.00,0.00,3,3
2025-08-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-589.92,0.00,0.00,-589.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-02,900001003,x1003,Partnership / LLC / LLP - x1003,468.52,0.00,-599.09,0.00,0.00,0.00,-130.57,-130.57,0.00,468.52,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-03,900001003,x1003,Partnership / LLC / LLP - x1003,472.72,0.00,0.00,0.00,130.56,0.00,472.72,603.28,225.13,697.85,0.00,0.00,0.00,0.00,0.00,4,4
2025-09-04,900001003,x1003,Partnership / LLC / LLP - x1003,-40.98,0.00,-888.89,0.00,-472.72,0.00,-929.86,-1402.58,40.98,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-05,900001003,x1003,Partnership / LLC / LLP - x1003,2133.30,0.00,0.00,0.00,929.86,0.00,2133.30,3063.16,0.00,2133.30,0.00,0.00,0.00,0.00,0.00,4,4
2025-09-08,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-1600.00,0.00,-2133.30,0.00,-1600.00,-3733.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-09,900001003,x1003,Partnership / LLC / LLP - x1003,231.96,0.00,-543.21,0.00,1600.00,0.00,-311.25,1288.75,0.00,231.96,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-10,900001003,x1003,Partnership / LLC / LLP - x1003,200.49,0.00,0.00,0.00,311.25,0.00,200.49,511.74,0.00,200.49,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-11,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-400.00,0.00,-200.49,0.00,-400.00,-600.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-12,900001003,x1003,Partnership / LLC / LLP - x1003,2359.77,0.00,0.00,0.00,400.00,0.00,2359.77,2759.77,0.00,2359.77,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-2378.90,0.00,-2359.77,0.00,-2378.90,-4738.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-16,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,2378.90,0.00,0.00,2378.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-09-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,3.37,0.00,0.00,-3.37,0.00,3.37,0.00,0.00,0.00,3.37,0.00,0.00,0.00,0.00,2,2
2025-09-18,900001003,x1003,Partnership / LLC / LLP - x1003,-627.06,0.00,0.00,0.00,0.00,0.00,-627.06,-627.06,627.06,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-09-19,900001003,x1003,Partnership / LLC / LLP - x1003,-884.87,0.00,1500.00,0.00,18.76,0.00,615.14,633.90,884.87,0.00,0.00,0.00,0.00,0.00,0.00,6,6
2025-09-22,900001003,x1003,Partnership / LLC / LLP - x1003,-1987.31,0.00,1987.65,0.00,-6.84,0.00,0.34,-6.50,1987.31,0.00,0.00,0.00,0.00,0.00,0.00,7,7
2025-09-23,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-0.34,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-09-25,900001003,x1003,Partnership / LLC / LLP - x1003,850.69,0.00,0.00,0.00,0.00,0.00,850.69,850.69,0.00,850.69,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-26,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-800.00,0.00,-850.70,0.00,-800.00,-1650.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-09-29,900001003,x1003,Partnership / LLC / LLP - x1003,483.36,0.00,0.00,0.00,800.00,0.00,483.36,1283.36,0.00,483.36,0.00,0.00,0.00,0.00,0.00,3,3
2025-09-30,900001003,x1003,Partnership / LLC / LLP - x1003,-28.47,0.00,-498.76,0.00,-483.36,0.00,-527.23,-1010.60,28.47,0.00,0.00,0.00,0.00,0.00,0.00,5,5
2025-10-01,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,527.23,0.00,0.00,527.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-10-09,900001003,x1003,Partnership / LLC / LLP - x1003,-160.31,0.00,156.79,0.00,0.00,0.00,-3.53,-3.53,160.31,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-10-10,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,3.52,0.00,0.00,3.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-10-17,900001003,x1003,Partnership / LLC / LLP - x1003,-204.28,0.00,198.76,0.00,0.00,0.00,-5.51,-5.51,419.56,215.28,0.00,0.00,0.00,0.00,0.00,4,4
2025-10-20,900001003,x1003,Partnership / LLC / LLP - x1003,201.53,0.00,0.00,0.00,5.51,0.00,201.53,207.04,0.00,201.53,0.00,0.00,0.00,0.00,0.00,2,2
2025-10-21,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-201.53,0.00,0.00,-201.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-10-23,900001003,x1003,Partnership / LLC / LLP - x1003,-178.80,0.00,-23.46,0.00,0.00,0.00,-202.26,-202.26,178.80,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-10-24,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,202.26,0.00,0.00,202.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-10-27,900001003,x1003,Partnership / LLC / LLP - x1003,602.42,0.00,0.00,0.00,0.00,0.00,602.42,602.42,219.12,821.54,0.00,0.00,0.00,0.00,0.00,4,4
2025-10-28,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-600.00,0.00,-602.41,0.00,-600.00,-1202.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-10-29,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,600.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-10-31,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,6.00,0.00,0.00,-0.00,0.00,6.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,3,3
2025-11-03,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-6.00,0.00,0.00,-6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-11-05,900001003,x1003,Partnership / LLC / LLP - x1003,-227.53,0.00,222.22,0.00,0.00,0.00,-5.31,-5.31,227.53,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-11-06,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,5.31,0.00,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-11-10,900001003,x1003,Partnership / LLC / LLP - x1003,0.69,0.00,0.00,0.00,0.00,0.00,0.69,0.69,499.31,500.01,0.00,0.00,0.00,0.00,0.00,2,2
2025-11-11,900001003,x1003,Partnership / LLC / LLP - x1003,14.02,0.00,0.00,0.00,0.00,0.00,14.02,14.02,1037.48,1051.50,0.00,0.00,0.00,0.00,0.00,8,8
2025-11-12,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-14.71,0.00,0.00,-14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-11-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,7.50,0.00,0.00,-7.50,0.00,7.50,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,2,2
2025-11-24,900001003,x1003,Partnership / LLC / LLP - x1003,-5.58,0.00,0.00,0.00,0.00,0.00,-5.58,-5.58,1194.26,1188.68,0.00,0.00,0.00,0.00,0.00,7,7
2025-11-25,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,5.58,0.00,0.00,5.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-11-26,900001003,x1003,Partnership / LLC / LLP - x1003,592.24,0.00,0.00,0.00,0.00,0.00,592.24,592.24,0.00,592.24,0.00,0.00,0.00,0.00,0.00,3,3
2025-11-28,900001003,x1003,Partnership / LLC / LLP - x1003,-319.27,0.00,0.00,0.00,-592.24,0.00,-319.27,-911.52,319.27,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2025-12-01,900001003,x1003,Partnership / LLC / LLP - x1003,-138.88,0.00,-156.79,0.00,319.27,0.00,-295.67,23.61,138.88,0.00,0.00,0.00,0.00,0.00,0.00,4,4
2025-12-02,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,295.67,0.00,0.00,295.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-12-15,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.21,0.00,0.00,-0.21,0.00,0.21,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,2,2
2025-12-17,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.54,0.00,0.00,-0.54,0.00,0.54,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,2,2
2025-12-22,900001003,x1003,Partnership / LLC / LLP - x1003,1361.95,0.00,0.00,0.00,0.00,0.00,1361.95,1361.95,0.00,1361.95,0.00,0.00,0.00,0.00,0.00,6,6
2025-12-23,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-1361.95,0.00,0.00,-1361.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2025-12-26,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.73,0.00,0.00,-0.73,0.00,0.73,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,2,2
2025-12-30,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,1.19,0.00,0.00,-1.19,0.00,1.19,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,2,2
2025-12-31,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-1.19,0.00,0.00,-1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2026-01-02,900001003,x1003,Partnership / LLC / LLP - x1003,-851.43,0.00,0.00,0.00,1.19,0.00,-851.43,-850.24,1261.74,410.31,0.00,0.00,0.00,0.00,0.00,7,7
2026-01-05,900001003,x1003,Partnership / LLC / LLP - x1003,-87.40,0.00,-427.00,0.00,851.43,0.00,-514.40,337.03,87.40,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2026-01-06,900001003,x1003,Partnership / LLC / LLP - x1003,13.38,0.00,0.00,0.00,514.40,0.00,13.38,527.78,247.14,260.52,0.00,0.00,0.00,0.00,0.00,4,4
2026-01-07,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,8.31,0.00,0.00,-21.69,0.00,8.31,-13.38,0.00,0.00,8.31,0.00,0.00,0.00,0.00,3,3
2026-01-12,900001003,x1003,Partnership / LLC / LLP - x1003,83.81,0.00,0.00,0.00,0.00,0.00,83.81,83.81,0.00,83.81,0.00,0.00,0.00,0.00,0.00,1,1
2026-01-13,900001003,x1003,Partnership / LLC / LLP - x1003,1160.73,0.00,0.00,0.00,-83.81,0.00,1160.73,1076.91,0.00,1160.73,0.00,0.00,0.00,0.00,0.00,4,4
2026-01-14,900001003,x1003,Partnership / LLC / LLP - x1003,-243.65,0.00,0.00,0.00,-1160.73,0.00,-243.65,-1404.38,243.65,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-01-15,900001003,x1003,Partnership / LLC / LLP - x1003,-203.42,0.00,-567.89,0.00,243.65,0.00,-771.31,-527.66,203.42,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2026-01-16,900001003,x1003,Partnership / LLC / LLP - x1003,-225.59,0.00,0.00,0.00,771.31,0.00,-225.59,545.72,225.59,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-01-20,900001003,x1003,Partnership / LLC / LLP - x1003,215.00,0.00,0.00,0.00,225.59,0.00,215.00,440.58,0.00,215.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-01-21,900001003,x1003,Partnership / LLC / LLP - x1003,-223.92,0.00,0.00,0.00,-215.00,0.00,-223.92,-438.91,223.92,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-01-22,900001003,x1003,Partnership / LLC / LLP - x1003,14.79,0.00,0.00,0.00,223.92,0.00,14.79,238.71,533.25,548.04,0.00,0.00,0.00,0.00,0.00,6,6
2026-01-23,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-14.79,0.00,0.00,-14.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-01-26,900001003,x1003,Partnership / LLC / LLP - x1003,1249.41,0.00,0.00,0.00,0.00,0.00,1249.41,1249.41,496.54,1745.94,0.00,0.00,0.00,0.00,0.00,7,7
2026-01-27,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-1250.00,0.00,-1249.41,0.00,-1250.00,-2499.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-01-28,900001003,x1003,Partnership / LLC / LLP - x1003,187.10,0.00,0.00,0.00,1250.00,0.00,187.10,1437.10,187.65,374.75,0.00,0.00,0.00,0.00,0.00,4,4
2026-01-29,900001003,x1003,Partnership / LLC / LLP - x1003,89.86,0.00,0.00,0.00,-187.10,0.00,89.86,-97.24,404.20,494.06,0.00,0.00,0.00,0.00,0.00,5,5
2026-01-30,900001003,x1003,Partnership / LLC / LLP - x1003,413.52,3.50,0.00,0.00,-89.86,0.00,417.03,327.16,122.45,535.97,3.50,0.00,0.00,0.00,0.00,6,6
2026-02-02,900001003,x1003,Partnership / LLC / LLP - x1003,-250.81,0.00,0.00,0.00,-417.02,0.00,-250.81,-667.84,540.71,289.89,0.00,0.00,0.00,0.00,0.00,6,6
2026-02-03,900001003,x1003,Partnership / LLC / LLP - x1003,113.50,0.00,0.00,0.00,250.81,0.00,113.50,364.32,0.00,113.50,0.00,0.00,0.00,0.00,0.00,2,2
2026-02-04,900001003,x1003,Partnership / LLC / LLP - x1003,-151.36,0.93,-123.46,0.00,-114.43,0.00,-273.89,-388.32,649.35,497.99,0.93,0.00,0.00,0.00,0.00,8,8
2026-02-05,900001003,x1003,Partnership / LLC / LLP - x1003,34.06,0.00,0.00,0.00,274.82,0.00,34.06,308.88,225.72,259.78,0.00,0.00,0.00,0.00,0.00,3,3
2026-02-06,900001003,x1003,Partnership / LLC / LLP - x1003,1685.35,0.00,0.00,0.00,-34.06,0.00,1685.35,1651.29,744.34,2429.68,0.00,0.00,0.00,0.00,0.00,15,15
2026-02-09,900001003,x1003,Partnership / LLC / LLP - x1003,365.50,0.00,100.00,0.00,-1685.35,0.00,465.50,-1219.84,251.47,616.98,0.00,0.00,0.00,0.00,0.00,4,4
2026-02-10,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-465.50,0.00,0.00,-465.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-02-11,900001003,x1003,Partnership / LLC / LLP - x1003,-290.41,0.00,0.00,0.00,0.00,0.00,-290.41,-290.41,290.41,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-02-12,900001003,x1003,Partnership / LLC / LLP - x1003,-1921.09,0.00,-22.22,0.00,312.63,0.00,-1943.31,-1630.68,3239.59,1318.50,0.00,0.00,0.00,0.00,0.00,16,16
2026-02-13,900001003,x1003,Partnership / LLC / LLP - x1003,589.38,0.00,0.00,0.00,1921.09,0.00,589.38,2510.47,234.10,823.49,0.00,0.00,0.00,0.00,0.00,7,7
2026-02-17,900001003,x1003,Partnership / LLC / LLP - x1003,-844.48,6.00,0.00,0.00,-595.38,0.00,-838.48,-1433.87,1095.99,251.51,6.00,0.00,0.00,0.00,0.00,8,8
2026-02-18,900001003,x1003,Partnership / LLC / LLP - x1003,175.68,0.00,0.00,0.00,844.48,0.00,175.68,1020.16,0.00,175.68,0.00,0.00,0.00,0.00,0.00,2,2
2026-02-19,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-175.68,0.00,0.00,-175.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-02-24,900001003,x1003,Partnership / LLC / LLP - x1003,491.86,0.00,-190.00,0.00,0.00,0.00,301.86,301.86,30.89,522.75,0.00,0.00,0.00,0.00,0.00,4,4
2026-02-25,900001003,x1003,Partnership / LLC / LLP - x1003,-33.40,0.00,-456.79,0.00,-301.86,0.00,-490.19,-792.05,75.56,42.16,0.00,0.00,0.00,0.00,0.00,4,4
2026-02-26,900001003,x1003,Partnership / LLC / LLP - x1003,5.25,0.00,0.00,0.00,490.19,0.00,5.25,495.45,274.84,280.09,0.00,0.00,0.00,0.00,0.00,5,5
2026-02-27,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-5.26,0.00,0.00,-5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,3
2026-03-02,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,7.42,198.76,0.00,-7.42,0.00,206.19,198.76,0.00,0.00,0.00,7.42,0.00,0.00,0.00,3,3
2026-03-03,900001003,x1003,Partnership / LLC / LLP - x1003,-185.43,0.00,0.00,0.00,-198.76,0.00,-185.43,-384.19,185.43,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-03-04,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,185.43,0.00,0.00,185.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-09,900001003,x1003,Partnership / LLC / LLP - x1003,-24.39,0.00,0.00,0.00,0.00,0.00,-24.39,-24.39,24.39,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-10,900001003,x1003,Partnership / LLC / LLP - x1003,57.84,0.00,0.00,0.00,24.39,0.00,57.84,82.23,335.59,393.43,0.00,0.00,0.00,0.00,0.00,4,4
2026-03-11,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-57.84,0.00,0.00,-57.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-16,900001003,x1003,Partnership / LLC / LLP - x1003,68.20,0.00,0.00,0.00,0.00,0.00,68.20,68.20,416.00,484.20,0.00,0.00,0.00,0.00,0.00,7,7
2026-03-17,900001003,x1003,Partnership / LLC / LLP - x1003,-34.27,0.00,0.00,0.00,-68.20,0.00,-34.27,-102.47,34.27,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-03-18,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,34.27,0.00,0.00,34.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-19,900001003,x1003,Partnership / LLC / LLP - x1003,-54.88,0.00,0.00,0.00,0.00,0.00,-54.88,-54.88,298.68,243.80,0.00,0.00,0.00,0.00,0.00,3,3
2026-03-20,900001003,x1003,Partnership / LLC / LLP - x1003,-36.20,0.00,0.00,0.00,54.88,0.00,-36.20,18.68,36.20,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-03-23,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,36.20,0.00,0.00,36.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-24,900001003,x1003,Partnership / LLC / LLP - x1003,828.62,0.00,0.00,0.00,0.00,0.00,828.62,828.62,296.78,1125.41,0.00,0.00,0.00,0.00,0.00,7,7
2026-03-25,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,0.00,0.00,-828.62,0.00,0.00,-828.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-26,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,2.79,0.00,0.00,-2.79,0.00,2.79,0.00,0.00,0.00,2.79,0.00,0.00,0.00,0.00,2,2
2026-03-27,900001003,x1003,Partnership / LLC / LLP - x1003,-495.80,0.00,0.00,0.00,0.00,0.00,-495.80,-495.80,495.80,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2026-03-30,900001003,x1003,Partnership / LLC / LLP - x1003,-333.33,0.00,0.00,0.00,495.80,0.00,-333.33,162.47,333.33,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-03-31,900001003,x1003,Partnership / LLC / LLP - x1003,417.42,0.00,0.00,0.00,333.33,0.00,417.42,750.75,0.00,417.42,0.00,0.00,0.00,0.00,0.00,6,6
2026-04-01,900001003,x1003,Partnership / LLC / LLP - x1003,-95.98,0.83,-321.00,0.00,-418.24,0.00,-416.15,-834.39,95.98,0.00,0.83,0.00,0.00,0.00,0.00,4,4
2026-04-02,900001003,x1003,Partnership / LLC / LLP - x1003,192.19,0.00,0.00,0.00,416.98,0.00,192.19,609.17,254.85,447.05,0.00,0.00,0.00,0.00,0.01,8,8
2026-04-06,900001003,x1003,Partnership / LLC / LLP - x1003,0.00,0.00,-10.00,0.00,-182.19,0.00,-10.00,-192.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
2026-04-08,900001003,x1003,Partnership / LLC / LLP - x1003,2031.51,0.00,0.00,0.00,0.00,0.00,2031.51,2031.51,132.36,2163.87,0.00,0.00,0.00,0.00,0.05,7,7
