"Account 900001001 Positions, as of 07/01/26 at 07:49 PM EST"
Position,Qty,Date Acquired,Term,Cost Basis,U/L Price,U/L Change,Mark,Mark Chg,Net Cost Basis,Today's Net Gain,Open Net Gain,Market Value,Bid,Ask,Earnings Date
    50  04/24/2026,50,04/24/2026,Short term,6.74316,--,--,6.12,0.149,6.74316,7.45,-31.158,306,6.1,6.206,--
    SIL +65 Shares (2 lots),65,01/28/2026,Short term,11.1770615,7.719,-0.027,7.719,-0.027,11.1770615,-1.755,-224.7739975,501.735,7.71,7.989,--
    50  01/28/2026,50,01/28/2026,Short term,11.44798,--,--,7.719,-0.027,11.44798,-1.35,-186.449,385.95,7.71,7.989,--
    15  03/05/2026,15,03/05/2026,Short term,10.274,--,--,7.719,-0.027,10.274,-0.405,-38.325,115.785,7.71,7.989,--
    SLV +120 Shares (4 lots),120,03/09/2026,Short term,7.4362,5.358,0.011,5.358,0.011,7.4362,1.32,-249.384,642.96,5.357,5.363,--
    25  03/09/2026,25,03/09/2026,Short term,7.6226,--,--,5.358,0.011,7.6226,0.275,-56.615,133.95,5.357,5.363,--
    25  03/11/2026,25,03/11/2026,Short term,7.693,--,--,5.358,0.011,7.693,0.275,-58.375,133.95,5.357,5.363,--
    40  05/14/2026,40,05/14/2026,Short term,7.663725,--,--,5.358,0.011,7.663725,0.44,-92.229,214.32,5.357,5.363,--
    30  05/27/2026,30,05/27/2026,Short term,6.7635,--,--,5.358,0.011,6.7635,0.33,-42.165,160.74,5.357,5.363,--
    SNDK +10 Shares (4 lots),10,06/26/2026,Short term,209.7284,203.222,-24.151,203.222,-24.151,209.7284,-241.51,-65.064,2032.22,201.525,201.76,2026-08-24
    2  06/26/2026,2,06/26/2026,Short term,223.7045,--,--,203.222,-24.151,223.7045,-48.302,-40.965,406.444,201.525,201.76,--
    1  06/26/2026,1,06/26/2026,Short term,216.832,--,--,203.222,-24.151,216.832,-24.151,-13.61,203.222,201.525,201.76,--
    3  06/26/2026,3,06/26/2026,Short term,209.071,--,--,203.222,-24.151,209.071,-72.453,-17.547,609.666,201.525,201.76,--
    4  06/29/2026,4,06/29/2026,Short term,201.4575,--,--,203.222,-24.151,201.4575,-96.604,7.058,812.888,201.525,201.76,--
    SNEX +175 Shares (3 lots),175,06/26/2026,Short term,12.8398571,12.374,0.524,12.374,0.524,12.8398571,91.7,-81.5249925,2165.45,12.397,12.65,2026-08-04
    25  06/26/2026,25,06/26/2026,Short term,13.6835,--,--,12.374,0.524,13.6835,13.1,-32.7375,309.35,12.397,12.65,--
    75  06/26/2026,75,06/26/2026,Short term,13.577,--,--,12.374,0.524,13.577,39.3,-90.225,928.05,12.397,12.65,--
    75  06/29/2026,75,06/29/2026,Short term,11.8215,--,--,12.374,0.524,11.8215,39.3,41.4375,928.05,12.397,12.65,--
    SPCX +90 Shares (5 lots),90,06/16/2026,Short term,19.3047366,15.754,-1.332,15.754,-1.332,19.3047366,-111.171,-319.566294,1417.86,15.795,15.808,--
    15  06/16/2026,15,06/16/2026,Short term,19.654,--,--,15.754,-1.332,19.654,-19.98,-58.5,236.31,15.795,15.808,--
    25  06/17/2026,25,06/17/2026,Short term,20.234,--,--,15.754,-1.332,20.234,-33.3,-112,393.85,15.795,15.808,--
    10  06/17/2026,10,06/17/2026,Short term,20.001,--,--,15.754,-1.332,20.001,-13.32,-42.47,157.54,15.795,15.808,--
    25  06/17/2026,25,06/17/2026,Short term,19.567,--,--,15.754,-1.332,19.567,-33.3,-95.325,393.85,15.795,15.808,--
    15  07/01/2026,15,07/01/2026,Short term,16.50542,--,--,15.754,-1.332,16.50542,-11.2713,-11.2713,236.31,15.795,15.808,--
    SPMO +135 Shares (2 lots),135,06/12/2026,Short term,15.4451222,15.532,-0.622,15.532,-0.622,15.4451222,-71.283,11.728503,2096.82,15.52,15.571,--
    100  06/12/2026,100,06/12/2026,Short term,15.32389,--,--,15.532,-0.622,15.32389,-62.2,20.811,1553.2,15.52,15.571,--
    35  07/01/2026,35,07/01/2026,Short term,15.7915,--,--,15.532,-0.622,15.7915,-9.0825,-9.0825,543.62,15.52,15.571,--
    SSRM +375 Shares (2 lots),375,04/08/2026,Short term,3.4341,2.883,0.055,2.883,0.055,3.4341,20.625,-206.6625,1081.125,2.83,2.977,2026-08-04
    200  04/08/2026,200,04/08/2026,Short term,3.495,--,--,2.883,0.055,3.495,11,-122.4,576.6,2.83,2.977,--
    175  04/09/2026,175,04/09/2026,Short term,3.3645,--,--,2.883,0.055,3.3645,9.625,-84.2625,504.525,2.83,2.977,--
    STRL +30 Shares (3 lots),30,06/08/2026,Short term,85.4994333,77.655,-6.281,77.655,-6.281,85.4994333,-160.1,-235.332999,2329.65,77.574,78.8,2026-08-03
    15  06/08/2026,15,06/08/2026,Short term,89.434,--,--,77.655,-6.281,89.434,-94.215,-176.685,1164.825,77.574,78.8,--
    10  06/26/2026,10,06/26/2026,Short term,83.2123,--,--,77.655,-6.281,83.2123,-62.81,-55.573,776.55,77.574,78.8,--
    5  07/01/2026,5,07/01/2026,Short term,78.27,--,--,77.655,-6.281,78.27,-3.075,-3.075,388.275,77.574,78.8,--
    SYF +65 Shares (2 lots),65,09/10/2025,Short term,7.6148923,7.677,0.072,7.677,0.072,7.6148923,4.68,4.0370005,499.005,7.601,7.743,2026-07-21
    45  09/10/2025,45,09/10/2025,Short term,7.6011556,--,--,7.677,0.072,7.6011556,3.24,3.412998,345.465,7.601,7.743,--
    20  01/23/2026,20,01/23/2026,Short term,7.6458,--,--,7.677,0.072,7.6458,1.44,0.624,153.54,7.601,7.743,--
    THG +70 Shares (3 lots),70,06/11/2026,Short term,19.8093428,21.676,0.264,21.676,0.264,19.8093428,18.48,130.666004,1517.32,19.2,34.822,2026-07-28
    5  06/11/2026,5,06/11/2026,Short term,19.808,--,--,21.676,0.264,19.808,1.32,9.34,108.38,19.2,34.822,--
    50  06/11/2026,50,06/11/2026,Short term,19.83012,--,--,21.676,0.264,19.83012,13.2,92.294,1083.8,19.2,34.822,--
    15  06/18/2026,15,06/18/2026,Short term,19.7405333,--,--,21.676,0.264,19.7405333,3.96,29.0320005,325.14,19.2,34.822,--
    TIGO +460 Shares (10 lots),460,06/10/2026,Short term,8.9465782,9.049,-0.027,9.049,-0.027,8.9465782,-12.42,47.114028,4162.54,9.049,9.4,2026-08-06
    50  06/10/2026,50,06/10/2026,Short term,8.96064,--,--,9.049,-0.027,8.96064,-1.35,4.418,452.45,9.049,9.4,--
    50  06/15/2026,50,06/15/2026,Short term,9.2375,--,--,9.049,-0.027,9.2375,-1.35,-9.425,452.45,9.049,9.4,--
    50  06/15/2026,50,06/15/2026,Short term,9.2606,--,--,9.049,-0.027,9.2606,-1.35,-10.58,452.45,9.049,9.4,--
    50  06/16/2026,50,06/16/2026,Short term,8.576,--,--,9.049,-0.027,8.576,-1.35,23.65,452.45,9.049,9.4,--
    35  06/18/2026,35,06/18/2026,Short term,8.69,--,--,9.049,-0.027,8.69,-0.945,12.565,316.715,9.049,9.4,--
    35  06/18/2026,35,06/18/2026,Short term,8.5382,--,--,9.049,-0.027,8.5382,-0.945,17.878,316.715,9.049,9.4,--
    25  06/24/2026,25,06/24/2026,Short term,8.819,--,--,9.049,-0.027,8.819,-0.675,5.75,226.225,9.049,9.4,--
    40  06/25/2026,40,06/25/2026,Short term,8.717,--,--,9.049,-0.027,8.717,-1.08,13.28,361.96,9.049,9.4,--
    75  06/29/2026,75,06/29/2026,Short term,9.1466267,--,--,9.049,-0.027,9.1466267,-2.025,-7.3220025,678.675,9.049,9.4,--
    50  06/30/2026,50,06/30/2026,Short term,9.111,--,--,9.049,-0.027,9.111,-1.35,-3.1,452.45,9.049,9.4,--
    TSLA +30 Shares (4 lots),30,06/09/2026,Short term,39.1366,42.53,0.47,42.53,0.47,39.1366,14.1,101.802,1275.9,42.305,42.356,2026-07-22
    5  06/09/2026,5,06/09/2026,Short term,39.233,--,--,42.53,0.47,39.233,2.35,16.485,212.65,42.305,42.356,--
    10  06/10/2026,10,06/10/2026,Short term,39.111,--,--,42.53,0.47,39.111,4.7,34.19,425.3,42.305,42.356,--
    10  06/11/2026,10,06/11/2026,Short term,38.4725,--,--,42.53,0.47,38.4725,4.7,40.575,425.3,42.305,42.356,--
    5  06/16/2026,5,06/16/2026,Short term,40.4196,--,--,42.53,0.47,40.4196,2.35,10.552,212.65,42.305,42.356,--
    TTMI +160 Shares (9 lots),160,06/12/2026,Short term,19.739209,17.97,-0.732,17.97,-0.732,19.739209,-103.211,-283.07344,2875.2,17.782,18,2026-07-29
    15  06/12/2026,15,06/12/2026,Short term,19.429,--,--,17.97,-0.732,19.429,-10.98,-21.885,269.55,17.782,18,--
    25  06/22/2026,25,06/22/2026,Short term,21.2515,--,--,17.97,-0.732,21.2515,-18.3,-82.0375,449.25,17.782,18,--
    10  06/24/2026,10,06/24/2026,Short term,21.1825,--,--,17.97,-0.732,21.1825,-7.32,-32.125,179.7,17.782,18,--
    10  06/25/2026,10,06/25/2026,Short term,20.72,--,--,17.97,-0.732,20.72,-7.32,-27.5,179.7,17.782,18,--
    25  06/26/2026,25,06/26/2026,Short term,19.582,--,--,17.97,-0.732,19.582,-18.3,-40.3,449.25,17.782,18,--
    25  06/26/2026,25,06/26/2026,Short term,19.658,--,--,17.97,-0.732,19.658,-18.3,-42.2,449.25,17.782,18,--
    15  06/26/2026,15,06/26/2026,Short term,19.597,--,--,17.97,-0.732,19.597,-10.98,-24.405,269.55,17.782,18,--
    20  06/29/2026,20,06/29/2026,Short term,18.7475,--,--,17.97,-0.732,18.7475,-14.64,-15.55,359.4,17.782,18,--
    15  07/01/2026,15,07/01/2026,Short term,17.77473,--,--,17.97,-0.732,17.77473,2.92905,2.92905,269.55,17.782,18,--
    UBER +215.393 Shares (4 lots),215.393,07/15/2025,Short term,8.7370341,7.266,0.05,7.266,0.05,8.7370341,10.769538,-316.8504479013,1565.045538,7.273,7.282,2026-08-05
    35  07/15/2025,35,07/15/2025,Short term,9.345,--,--,7.266,0.05,9.345,1.75,-72.765,254.31,7.273,7.282,--
    45  09/10/2025,45,09/10/2025,Short term,9.5160889,--,--,7.266,0.05,9.5160889,2.25,-101.2540005,326.97,7.273,7.282,--
    60  09/10/2025,60,09/10/2025,Short term,9.5202333,--,--,7.266,0.05,9.5202333,3,-135.253998,435.96,7.273,7.282,--
    75.393  06/30/2026,75.393,06/30/2026,Short term,7.3665062,--,--,7.266,0.05,7.3665062,3.76965,-7.5774639366,547.805538,7.273,7.282,--
    UNFI +875 Shares (13 lots),875,05/20/2026,Short term,5.0637771,4.568,0.001,4.568,0.001,5.0637771,0.875,-433.8049625,3997,4.5,4.568,2026-09-29
    30  05/20/2026,30,05/20/2026,Short term,5.0197,--,--,4.568,0.001,5.0197,0.03,-13.551,137.04,4.5,4.568,--
    40  05/21/2026,40,05/21/2026,Short term,4.912475,--,--,4.568,0.001,4.912475,0.04,-13.779,182.72,4.5,4.568,--
    45  05/22/2026,45,05/22/2026,Short term,4.922,--,--,4.568,0.001,4.922,0.045,-15.93,205.56,4.5,4.568,--
    60  05/29/2026,60,05/29/2026,Short term,5.14,--,--,4.568,0.001,5.14,0.06,-34.32,274.08,4.5,4.568,--
    25  06/02/2026,25,06/02/2026,Short term,5.1795,--,--,4.568,0.001,5.1795,0.025,-15.2875,114.2,4.5,4.568,--
    100  06/08/2026,100,06/08/2026,Short term,5.6205,--,--,4.568,0.001,5.6205,0.1,-105.25,456.8,4.5,4.568,--
    100  06/08/2026,100,06/08/2026,Short term,5.5485,--,--,4.568,0.001,5.5485,0.1,-98.05,456.8,4.5,4.568,--
    50  06/08/2026,50,06/08/2026,Short term,5.164,--,--,4.568,0.001,5.164,0.05,-29.8,228.4,4.5,4.568,--
    100  06/10/2026,100,06/10/2026,Short term,4.848,--,--,4.568,0.001,4.848,0.1,-28,456.8,4.5,4.568,--
    75  06/15/2026,75,06/15/2026,Short term,5.033,--,--,4.568,0.001,5.033,0.075,-34.875,342.6,4.5,4.568,--
    75  06/26/2026,75,06/26/2026,Short term,4.9185,--,--,4.568,0.001,4.9185,0.075,-26.2875,342.6,4.5,4.568,--
    100  06/29/2026,100,06/29/2026,Short term,4.7165,--,--,4.568,0.001,4.7165,0.1,-14.85,456.8,4.5,4.568,--
    75  06/29/2026,75,06/29/2026,Short term,4.619,--,--,4.568,0.001,4.619,0.075,-3.825,342.6,4.5,4.568,--
    UNH +110 Shares (4 lots),110,06/10/2026,Short term,40.8042,42.654,1.091,42.654,1.091,40.8042,120.01,203.478,4691.94,42.55,42.65,2026-07-16
    25  06/10/2026,25,06/10/2026,Short term,40.815,--,--,42.654,1.091,40.815,27.275,45.975,1066.35,42.55,42.65,--
    25  06/12/2026,25,06/12/2026,Short term,40.66948,--,--,42.654,1.091,40.66948,27.275,49.613,1066.35,42.55,42.65,--
    50  06/12/2026,50,06/12/2026,Short term,40.6645,--,--,42.654,1.091,40.6645,54.55,99.475,2132.7,42.55,42.65,--
    10  06/29/2026,10,06/29/2026,Short term,41.8125,--,--,42.654,1.091,41.8125,10.91,8.415,426.54,42.55,42.65,--
    URA +25 Shares (1 lot),25,06/03/2026,Short term,5.163,4.318,-0.052,4.318,-0.052,5.163,-1.3,-21.125,107.95,4.334,4.358,--
    25  06/03/2026,25,06/03/2026,Short term,5.163,--,--,4.318,-0.052,5.163,-1.3,-21.125,107.95,4.334,4.358,--
    USAR +535 Shares (6 lots),535,06/08/2026,Short term,2.1503887,1.998,-0.16,1.998,-0.16,2.1503887,-85.6,-81.5279545,1068.93,2.012,2.022,2026-08-10
    100  06/08/2026,100,06/08/2026,Short term,2.29,--,--,1.998,-0.16,2.29,-16,-29.2,199.8,2.012,2.022,--
    200  06/11/2026,200,06/11/2026,Short term,2.14888,--,--,1.998,-0.16,2.14888,-32,-30.176,399.6,2.012,2.022,--
    100  06/24/2026,100,06/24/2026,Short term,2.176,--,--,1.998,-0.16,2.176,-16,-17.8,199.8,2.012,2.022,--
    10  06/25/2026,10,06/25/2026,Short term,2.0355,--,--,1.998,-0.16,2.0355,-1.6,-0.375,19.98,2.012,2.022,--
    100  06/25/2026,100,06/25/2026,Short term,2.03677,--,--,1.998,-0.16,2.03677,-16,-3.877,199.8,2.012,2.022,--
    25  06/26/2026,25,06/26/2026,Short term,2.002,--,--,1.998,-0.16,2.002,-4,-0.1,49.95,2.012,2.022,--
    USO +165 Shares (3 lots),165,06/09/2026,Short term,13.1861818,10.327,-0.317,10.327,-0.317,13.1861818,-52.305,-471.764997,1703.955,10.32,10.344,--
    100  06/09/2026,100,06/09/2026,Short term,13.201,--,--,10.327,-0.317,13.201,-31.7,-287.4,1032.7,10.32,10.344,--
    15  06/11/2026,15,06/11/2026,Short term,13.378,--,--,10.327,-0.317,13.378,-4.755,-45.765,154.905,10.32,10.344,--
    50  06/11/2026,50,06/11/2026,Short term,13.099,--,--,10.327,-0.317,13.099,-15.85,-138.6,516.35,10.32,10.344,--
    VGSH +1000 Shares (4 lots),1000,06/15/2026,Short term,5.8235419,5.802,-0.0002,5.802,-0.0002,5.8235419,-0.2,-21.5419,5802,5.801,5.804,--
    310  06/15/2026,310,06/15/2026,Short term,5.82299,--,--,5.802,-0.0002,5.82299,-0.062,-6.5069,1798.62,5.801,5.804,--
    100  06/26/2026,100,06/26/2026,Short term,5.8255,--,--,5.802,-0.0002,5.8255,-0.02,-2.35,580.2,5.801,5.804,--
    500  06/29/2026,500,06/29/2026,Short term,5.8235,--,--,5.802,-0.0002,5.8235,-0.1,-10.75,2901,5.801,5.804,--
    90  06/29/2026,90,06/29/2026,Short term,5.8235,--,--,5.802,-0.0002,5.8235,-0.018,-1.935,522.18,5.801,5.804,--
    VRT +15 Shares (2 lots),15,06/26/2026,Short term,31.4626666,31.142,-2.34,31.142,-2.34,31.4626666,-20.025,-4.809999,467.13,31.35,31.38,2026-07-29
    5  06/26/2026,5,06/26/2026,Short term,30.439,--,--,31.142,-2.34,30.439,-11.7,3.515,155.71,31.35,31.38,--
    10  07/01/2026,10,07/01/2026,Short term,31.9745,--,--,31.142,-2.34,31.9745,-8.325,-8.325,311.42,31.35,31.38,--
    VTIP +500 Shares (2 lots),500,05/27/2026,Short term,5.0295,4.952,-0.003,4.952,-0.003,5.0295,-1.5,-38.75,2476,4.952,4.959,--
    100  05/27/2026,100,05/27/2026,Short term,5.0335,--,--,4.952,-0.003,5.0335,-0.3,-8.15,495.2,4.952,4.959,--
    400  06/29/2026,400,06/29/2026,Short term,5.0285,--,--,4.952,-0.003,5.0285,-1.2,-30.6,1980.8,4.952,4.959,--
    XOM +125 Shares (3 lots),125,06/10/2026,Short term,15.0982,13.628,-0.044,13.628,-0.044,15.0982,-5.5,-183.775,1703.5,13.631,13.633,2026-07-31
    50  06/10/2026,50,06/10/2026,Short term,15.076,--,--,13.628,-0.044,15.076,-2.2,-72.4,681.4,13.631,13.633,--
    50  06/10/2026,50,06/10/2026,Short term,15.102,--,--,13.628,-0.044,15.102,-2.2,-73.7,681.4,13.631,13.633,--
    25  06/11/2026,25,06/11/2026,Short term,15.135,--,--,13.628,-0.044,15.135,-1.1,-37.675,340.7,13.631,13.633,--
Portfolio Analysis,--,--,--,--,--,--,--,--,--,-917.763352,-7954.5622485013,169403.047648,--,--,--
Cash on Deposit: $227.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
